Island,SamplingYear,GridCode,TrapDate,NightNumber,TrapNumber,TrapResult,Pittag,CaptureType,Sex,AgeClass,Weight,Weight_units,BodyCondition,ReproductiveStatus,Vaccinations
SMI,2014,JF,2014-09-12T00:00:00Z,3,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,12,FOX,989001000415742,N,Female,2,2.02,kg,2,"NA",NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,13,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,14,FOX,4A714B0309,P,Female,3,1.63,kg,2,"NA",NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,15,FOX,900118001202605,R2,Female,2,NA,NA,3,"NA",NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,16,FOX,497F663C2F,P,Female,3,1.98,kg,2,SL,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,17,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-12T00:00:00Z,3,18,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,1,FOX,4A1D0B053A,R2,Female,3,NA,NA,2,SL,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,2,FOX,989001001238980,R2,Female,2,NA,NA,2,"NA",NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,3,FOX,4A0E01124C,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,8,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,9,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,10,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,12,FOX,900118001202605,R2,Female,2,NA,NA,3,"NA",NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,13,FOX,497F663C2F,R2,Female,3,NA,NA,2,SL,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,14,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,15,FOX,989001000415731,N,Male,2,2.28,kg,3,TD,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,16,FOX,4A0E102249,P,Male,3,2.37,kg,2,TD,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,17,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-13T00:00:00Z,4,18,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,1,FOX,4A1D0B053A,R2,Female,3,NA,NA,2,SL,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,2,FOX,989001001238980,R2,Female,2,NA,NA,2,"NA",NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,3,FOX,4A0E01124C,R2,Male,3,NA,NA,3,TD,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,4,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,5,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,6,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,7,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,8,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,9,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,10,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,11,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,12,FOX,989001000415731,R2,Male,2,NA,NA,3,TD,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,13,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,14,FOX,4A0A6D4703,P,Male,4,2.19,kg,2,TD,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,15,FOX,900118001202605,R2,Female,2,NA,NA,3,"NA",NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,16,FOX,4A0E102249,R2,Male,3,NA,NA,2,TD,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,17,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,JF,2014-09-14T00:00:00Z,5,18,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,91,FOX,989001000415785,N,Female,4,2,kg,2,"NA",NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,92,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,93,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,94,FOX,4A0C215255,P,Female,4,2.07,kg,2,"NA",NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,95,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,96,FOX,900118001205376,P,Male,2,2.12,kg,2,TD,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,97,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,98,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,99,FOX,4A0E070B3C,P,Male,3,1.9,kg,2,TD,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,100,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,101,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,102,FOX,451F1D5951,P,Female,4,2,kg,2,"NA",NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,103,FOX,4A6C054E46,P,Male,3,2.03,kg,2,TD,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,104,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,105,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,106,FOX,989001001238984,N,Male,2,2,kg,2,TD,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,107,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-03T00:00:00Z,1,108,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,91,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,92,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,93,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,94,FOX,4A602C3F63,P,Male,3,2.06,kg,2,TD,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,95,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,96,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,97,FOX,982000163682602,P,Female,2,2.02,kg,2,"NA",NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,98,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,99,FOX,4A0C215255,R2,Female,4,2.06,kg,2,"NA",NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,100,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,101,FOX,451F1D5951,R2,Female,4,2.19,kg,2,"NA",NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,102,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,103,FOX,989001000415820,N,Female,2,2.13,kg,3,"NA",NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,104,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,105,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,106,FOX,4A6C054E46,R2,Male,3,2.03,kg,2,TD,NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,107,FOX,4B043F6212,P,Female,2,2.08,kg,2,"NA",NA
SMI,2014,SP,2014-09-04T00:00:00Z,2,108,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,91,FOX,900118001204869,P,Female,3,1.7,kg,2,"NA",NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,92,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,93,FOX,900118001215410,P,Male,1,2.2,kg,3,TD,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,94,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,95,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,96,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,97,FOX,4A602C3F63,R2,Male,3,2.12,kg,2,TD,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,98,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,99,FOX,989001001238980,P,Female,2,1.68,kg,2,"NA",NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,100,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,101,FOX,451F1D5951,R2,Female,4,2.06,kg,2,"NA",NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,102,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,103,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,104,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,105,FOX,989001000126171,P,Male,2,2.32,kg,2,TD,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,106,FOX,4A6C054E46,R2,Male,3,1.96,kg,2,TD,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,107,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-05T00:00:00Z,3,108,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,91,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,92,FOX,989001000415785,R2,Female,4,1.96,kg,2,"NA",NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,93,FOX,900118001205376,R2,Male,2,2.36,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,94,FOX,4A602C3F63,R2,Male,3,2.01,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,95,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,96,FOX,982000153675323,P,Female,2,1.84,kg,2,"NA",NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,97,FOX,982000153672219,P,Male,2,1.99,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,98,FOX,451F1D5951,R2,Female,4,2.28,kg,2,"NA",NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,99,FOX,4A0E070B3C,R2,Male,3,1.9,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,100,FOX,4A0C215255,R2,Female,4,2.01,kg,2,"NA",NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,101,FOX,989001000126171,R2,Male,2,2.16,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,102,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,103,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,104,FOX,4B043F6212,R2,Female,2,1.99,kg,2,"NA",NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,105,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,106,FOX,4A6C054E46,R2,Male,3,2.01,kg,2,TD,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,107,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-06T00:00:00Z,4,108,FOX,4A0E056367,R1,Male,2,1.89,kg,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,91,FOX,900118001204869,R2,Female,3,NA,NA,2,"NA",NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,92,FOX,989001000415785,R2,Female,4,2.07,kg,2,"NA",NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,93,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,94,FOX,4A0C215255,R2,Female,4,1.93,kg,2,"NA",NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,95,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,96,FOX,4A602C3F63,R2,Male,3,1.99,kg,2,TD,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,97,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,98,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,99,FOX,4A0E070B3C,R2,Male,3,1.93,kg,2,TD,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,100,FOX,982000153672219,R2,Male,2,2.1,kg,2,TD,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,101,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,102,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,103,FOX,900118001185823,P,Male,2,2.59,kg,3,TD,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,104,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,105,FOX,451F1D5951,R2,Female,4,2.18,kg,2,"NA",NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,106,FOX,4A6C054E46,R2,Male,3,2.09,kg,2,TD,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,107,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2014,SP,2014-09-07T00:00:00Z,5,108,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,73,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,74,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,75,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,76,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,77,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,78,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,79,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,80,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,81,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,83,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,84,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,85,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,86,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,87,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,88,FOX,989001001239038,P,Female,1,1.46,kg,2,"NA",NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,89,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-02T00:00:00Z,1,90,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,73,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,74,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,75,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,76,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,77,FOX,989001000126191,P,Male,2,2.1,kg,2,TD,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,78,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,79,FOX,4A5F1C0329,P,Female,4,1.73,kg,2,"NA",NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,80,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,81,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,83,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,84,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,85,FOX,4A0A6E4653,P,Female,3,1.64,kg,1,SL,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,86,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,88,FOX,4B08744036,P,Male,3,1.86,kg,2,TD,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,89,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-03T00:00:00Z,2,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,73,FOX,989001000126191,R2,Male,2,2.05,kg,2,TD,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,74,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,75,FOX,484F5E4D11,P,Female,4,1.98,kg,3,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,76,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,77,FOX,989001000126217,P,Female,2,1.92,kg,3,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,78,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,79,FOX,4A5F1C0329,R2,Female,4,1.73,kg,2,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,80,FOX,989001000126212,P,Male,2,2,kg,3,TD,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,81,FOX,900118001186262,P,Female,4,1.61,kg,2,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,82,FOX,982000163664035,P,Female,2,1.86,kg,2,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,83,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,84,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,85,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,86,FOX,4A0A6E4653,R2,Female,3,1.72,kg,1,SL,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,88,FOX,989001001239038,R2,Female,1,1.49,kg,2,"NA",NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,89,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-04T00:00:00Z,3,90,FOX,900118001185179,P,Female,3,1.78,kg,2,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,73,FOX,4A5F1C0329,R2,Female,4,1.79,kg,2,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,74,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,75,FOX,484C593840,P,Female,4,1.81,kg,2,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,76,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,77,FOX,989001000126191,R2,Male,2,2.12,kg,2,TD,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,78,FOX,989001000124376,N,Male,2,1.85,kg,3,TD,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,79,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,80,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,81,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,82,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,83,FOX,982000163664035,R2,Female,2,1.83,kg,2,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,84,FOX,4A68024417,P,Female,3,1.93,kg,3,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,85,FOX,4B08744036,R2,Male,3,1.92,kg,2,TD,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,86,FOX,4A0A6E4653,R2,Female,3,1.48,kg,1,SL,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,87,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,88,FOX,989001001239038,R2,Female,1,1.51,kg,2,"NA",NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,89,FOX,48494A217C,P,Male,4,2.06,kg,3,TD,NA
SMI,2015,CC,2015-09-05T00:00:00Z,4,90,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,73,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,74,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,75,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,76,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,77,FOX,484C593840,R2,Female,4,1.66,kg,2,"NA",NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,78,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,79,FOX,4A5F1C0329,R2,Female,4,1.75,kg,2,"NA",NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,80,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,81,FOX,4A68024417,R2,Female,3,1.94,kg,3,"NA",NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,82,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,83,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,84,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,85,MF,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,86,RC,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,87,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,88,CLOSED,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,89,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CC,2015-09-06T00:00:00Z,5,90,RO,NA,NA,NA,NA,NA,NA,NA,NA,NA
SMI,2015,CP,2015-09-07T00:00:00Z,1,55,FOX,989001000415729,P,Male,1,1.99,kg,3,TD,NA
SMI,2015,CP,2015-09-07T00:00:00Z,1,56,FOX,989001000415768,P,Female,3,1.91,kg,2,SL,NA
SMI,2015,CP,2015-09-07T00:00:00Z,1,57,OPEN,NA,NA,NA,NA,NA,NA,NA,NA,NA
